snapshot_id,asset_id,as_of_date,asset_type,department,location,assigned_to,is_unassigned,asset_status,health_at_snapshot,age_years,warranty_days_remaining,open_issues_count,open_critical_or_high_issues,issues_opened_90d,maintenance_open_or_scheduled,maintenance_completed_365d,days_since_last_maintenance,rolling_error_count_30d,avg_cpu_temp_c,has_thermal_reading,reported_uptime_pct,risk_event_30d,risk_event_90d,label_horizon_days
AST-231_2024-06-28,AST-231,2024-06-28,Printer,HR,Floor 2,Bob Lee,0,Active,Needs Attention,4.6,-1,1,0,6,1,5,58,7,-1.0,0,99.3,1,1,30
AST-042_2024-05-31,AST-042,2024-05-31,Desktop,Marketing,Floor 1,Unassigned,1,Active,Good,5.2,-1,5,1,6,1,4,138,2,58.5,1,95.2,0,1,30
AST-274_2024-02-29,AST-274,2024-02-29,Laptop,Marketing,Floor 1,Daniel Kim,0,Active,Good,4.1,-1,4,1,6,2,2,148,2,75.1,1,98.4,1,1,30
AST-296_2024-06-27,AST-296,2024-06-27,Desktop,IT,Floor 3,Bob Lee,0,Active,Excellent,5.2,494,1,1,5,0,1,17,0,66.7,1,95.8,0,1,30
AST-068_2024-04-13,AST-068,2024-04-13,Printer,IT,Floor 5,Linda Park,0,Active,Needs Attention,6.2,596,0,0,4,0,5,146,10,-1.0,0,97.8,1,1,30
AST-268_2024-01-30,AST-268,2024-01-30,Printer,HR,Floor 5,Kevin Wu,0,Active,Needs Attention,6.4,433,5,2,4,2,0,40,6,-1.0,0,98.6,1,1,30
AST-192_2024-03-08,AST-192,2024-03-08,Laptop,Marketing,Floor 2,Linda Park,0,Active,Fair,1.3,-1,1,1,0,0,4,102,6,83.2,1,96.1,0,0,30
AST-077_2024-05-07,AST-077,2024-05-07,Laptop,Sales,Floor 2,Maria Lopez,0,Active,Fair,6.4,-1,0,0,0,2,2,109,6,67.9,1,99.9,1,1,30
AST-208_2024-03-04,AST-208,2024-03-04,Desktop,Sales,Floor 2,Bob Lee,0,Active,Excellent,1.6,727,1,1,5,2,4,130,0,83.6,1,97.7,1,1,30
AST-135_2024-05-12,AST-135,2024-05-12,Printer,IT,Floor 1,Sarah Lim,0,Active,Needs Attention,6.5,540,2,2,4,2,3,145,2,-1.0,0,98.3,1,1,30
AST-300_2024-01-21,AST-300,2024-01-21,Printer,Finance,Floor 2,Unassigned,1,Active,Excellent,4.3,-1,2,0,0,1,2,115,0,-1.0,0,95.2,0,0,30
AST-091_2024-02-11,AST-091,2024-02-11,Desktop,HR,Floor 2,Daniel Kim,0,Active,Good,5.0,591,4,1,2,2,2,182,2,74.7,1,96.2,1,1,30
AST-236_2024-02-04,AST-236,2024-02-04,Desktop,IT,Floor 2,Ravi Kumar,0,Active,Needs Attention,6.0,221,4,3,1,1,2,26,0,64.2,1,95.9,1,1,30
AST-025_2024-06-10,AST-025,2024-06-10,Laptop,Marketing,Floor 2,Tom White,0,Active,Needs Attention,1.3,-1,4,0,4,0,0,18,7,73.7,1,94.7,1,1,30
AST-123_2024-01-08,AST-123,2024-01-08,Laptop,IT,Floor 4,Ravi Kumar,0,Active,Needs Attention,4.6,427,4,0,1,0,4,97,8,81.8,1,99.1,1,1,30
AST-031_2024-04-01,AST-031,2024-04-01,Laptop,HR,Floor 4,Sarah Lim,0,Active,Needs Attention,5.6,-1,0,0,2,2,4,186,7,51.4,1,98.1,1,1,30
AST-084_2024-05-10,AST-084,2024-05-10,Desktop,Finance,Floor 2,Ravi Kumar,0,Active,Needs Attention,1.0,705,4,4,1,0,4,153,7,79.5,1,98.3,1,1,30
AST-048_2024-04-23,AST-048,2024-04-23,Laptop,HR,Floor 5,Sarah Lim,0,Active,Good,2.7,-1,4,0,5,2,1,78,2,61.4,1,97.5,1,1,30
AST-115_2024-06-28,AST-115,2024-06-28,Desktop,IT,Floor 5,Linda Park,0,Active,Needs Attention,4.6,-1,3,2,5,0,0,54,10,55.4,1,96.3,1,1,30
AST-095_2024-05-26,AST-095,2024-05-26,Laptop,Finance,Floor 2,Ravi Kumar,0,Active,Needs Attention,5.1,-1,4,0,2,0,4,173,7,62.8,1,95.4,1,1,30
AST-004_2024-03-31,AST-004,2024-03-31,Printer,Finance,Floor 5,Alice Tan,0,Active,Needs Attention,4.3,-1,3,0,2,0,0,183,9,-1.0,0,96.3,1,1,30
AST-206_2024-04-07,AST-206,2024-04-07,Desktop,Marketing,Floor 5,Linda Park,0,Active,Fair,2.7,710,4,0,5,2,5,94,4,52.7,1,97.7,1,1,30
AST-246_2024-04-28,AST-246,2024-04-28,Desktop,Finance,Floor 2,Chris Tan,0,Active,Needs Attention,5.2,200,5,2,3,2,1,77,2,78.2,1,98.9,1,1,30
AST-201_2024-05-18,AST-201,2024-05-18,Desktop,Sales,Floor 3,Daniel Kim,0,Active,Needs Attention,3.5,526,0,0,0,1,5,198,7,60.0,1,97.0,1,1,30
AST-098_2024-02-05,AST-098,2024-02-05,Laptop,HR,Floor 1,Sarah Lim,0,Active,Needs Attention,1.6,204,3,2,4,0,2,66,8,76.4,1,97.4,1,1,30
AST-228_2024-04-29,AST-228,2024-04-29,Laptop,Finance,Floor 4,Sarah Lim,0,Active,Excellent,1.0,5,1,1,0,0,0,178,1,57.6,1,98.6,0,0,30
AST-133_2024-03-26,AST-133,2024-03-26,Laptop,IT,Floor 3,Chris Tan,0,Active,Needs Attention,2.5,200,5,5,4,1,3,67,5,75.6,1,99.1,1,1,30
AST-063_2024-02-14,AST-063,2024-02-14,Desktop,Marketing,Floor 5,Unassigned,1,Active,Needs Attention,3.8,-1,4,3,5,2,0,59,7,63.0,1,99.6,1,1,30
AST-057_2024-02-09,AST-057,2024-02-09,Laptop,IT,Floor 2,John Smith,0,Active,Needs Attention,1.4,-1,2,2,3,1,4,70,1,75.9,1,94.4,1,1,30
AST-074_2024-01-22,AST-074,2024-01-22,Laptop,Finance,Floor 5,Bob Lee,0,Active,Good,5.8,237,0,0,0,1,0,153,2,56.3,1,99.6,0,0,30
AST-030_2024-03-24,AST-030,2024-03-24,Desktop,IT,Floor 4,Alice Tan,0,Active,Needs Attention,1.4,443,2,2,3,1,0,144,2,77.7,1,97.2,1,1,30
AST-203_2024-01-23,AST-203,2024-01-23,Printer,Finance,Floor 2,John Smith,0,Active,Needs Attention,6.2,-1,2,2,2,1,2,92,2,-1.0,0,94.8,1,1,30
AST-154_2024-02-22,AST-154,2024-02-22,Laptop,Sales,Floor 2,Maria Lopez,0,Active,Needs Attention,4.9,-1,2,2,6,2,4,103,10,70.9,1,97.4,1,1,30
AST-083_2024-01-25,AST-083,2024-01-25,Desktop,Marketing,Floor 4,Emma Roy,0,Active,Needs Attention,3.8,373,4,2,5,2,2,49,0,53.9,1,95.7,1,1,30
AST-162_2024-06-13,AST-162,2024-06-13,Printer,IT,Floor 3,Unassigned,1,Active,Needs Attention,3.7,-1,5,4,6,2,3,150,1,-1.0,0,98.0,1,1,30
AST-080_2024-02-23,AST-080,2024-02-23,Printer,IT,Floor 2,Maria Lopez,0,Active,Needs Attention,6.7,-1,4,2,4,2,3,99,5,-1.0,0,94.7,1,1,30
AST-062_2024-04-02,AST-062,2024-04-02,Printer,Sales,Floor 2,John Smith,0,Active,Fair,6.9,585,2,0,2,1,0,113,6,-1.0,0,99.2,0,0,30
AST-111_2024-05-03,AST-111,2024-05-03,Laptop,HR,Floor 2,Unassigned,1,Active,Excellent,6.3,-1,0,0,6,2,1,31,1,58.2,1,95.5,1,1,30
AST-271_2024-05-26,AST-271,2024-05-26,Laptop,IT,Floor 2,John Smith,0,Active,Needs Attention,0.7,-1,0,0,0,2,2,138,8,68.3,1,98.1,1,1,30
AST-194_2024-05-22,AST-194,2024-05-22,Laptop,HR,Floor 2,Daniel Kim,0,Active,Needs Attention,5.9,-1,3,0,1,0,3,59,7,59.2,1,94.5,1,1,30
AST-193_2024-05-24,AST-193,2024-05-24,Desktop,Finance,Floor 5,Maria Lopez,0,Active,Excellent,4.7,-1,0,0,5,0,0,4,1,78.0,1,96.2,0,1,30
AST-140_2024-03-23,AST-140,2024-03-23,Laptop,HR,Floor 3,Bob Lee,0,Active,Fair,5.3,78,0,0,4,0,0,15,5,74.5,1,98.5,0,0,30
AST-016_2024-04-09,AST-016,2024-04-09,Printer,HR,Floor 3,Unassigned,1,Active,Needs Attention,4.2,193,4,2,4,0,4,8,10,-1.0,0,96.9,1,1,30
AST-278_2024-06-16,AST-278,2024-06-16,Laptop,Finance,Floor 3,Unassigned,1,Active,Needs Attention,6.6,-1,5,5,1,0,3,70,7,60.9,1,99.7,1,1,30
AST-089_2024-01-25,AST-089,2024-01-25,Laptop,Marketing,Floor 4,Unassigned,1,Active,Needs Attention,5.0,607,3,2,0,2,5,195,4,79.9,1,99.8,1,1,30
AST-061_2024-04-08,AST-061,2024-04-08,Desktop,IT,Floor 1,John Smith,0,Active,Needs Attention,3.3,-1,4,3,4,0,5,189,3,80.3,1,97.4,1,1,30
AST-065_2024-03-16,AST-065,2024-03-16,Laptop,Finance,Floor 5,Maria Lopez,0,Active,Fair,2.0,-1,0,0,5,2,2,97,6,66.3,1,96.0,1,1,30
AST-064_2024-02-01,AST-064,2024-02-01,Printer,IT,Floor 4,Emma Roy,0,Active,Good,6.8,-1,1,0,5,0,5,112,3,-1.0,0,97.3,0,1,30
AST-044_2024-04-22,AST-044,2024-04-22,Laptop,Marketing,Floor 2,Alice Tan,0,Active,Needs Attention,6.5,-1,3,1,5,2,1,30,10,80.2,1,98.2,1,1,30
AST-138_2024-05-17,AST-138,2024-05-17,Printer,IT,Floor 1,Daniel Kim,0,Active,Good,3.7,-1,0,0,3,1,0,192,3,-1.0,0,96.3,0,0,30
AST-127_2024-03-30,AST-127,2024-03-30,Laptop,Sales,Floor 1,Unassigned,1,Active,Needs Attention,6.2,326,4,2,1,2,4,16,8,84.4,1,98.8,1,1,30
AST-297_2024-02-24,AST-297,2024-02-24,Desktop,HR,Floor 4,Daniel Kim,0,Active,Needs Attention,1.0,-1,5,4,4,2,3,35,5,55.2,1,98.3,1,1,30
AST-029_2024-01-03,AST-029,2024-01-03,Desktop,Sales,Floor 2,Bob Lee,0,Active,Excellent,5.0,796,5,0,4,2,1,21,0,55.8,1,97.8,1,1,30
AST-215_2024-05-04,AST-215,2024-05-04,Printer,HR,Floor 4,Bob Lee,0,Active,Needs Attention,6.0,-1,3,3,0,0,5,191,10,-1.0,0,96.1,1,1,30
AST-021_2024-03-05,AST-021,2024-03-05,Printer,IT,Floor 4,Tom White,0,Active,Needs Attention,0.8,186,4,3,2,0,1,196,9,-1.0,0,94.5,1,1,30
AST-091_2024-02-28,AST-091,2024-02-28,Desktop,HR,Floor 5,Emma Roy,0,Active,Excellent,1.0,-1,1,1,0,2,3,91,0,56.2,1,98.2,1,1,30
AST-051_2024-02-25,AST-051,2024-02-25,Laptop,IT,Floor 2,Emma Roy,0,Active,Needs Attention,5.2,-1,2,1,2,0,3,111,10,76.5,1,97.2,1,1,30
AST-248_2024-01-25,AST-248,2024-01-25,Laptop,IT,Floor 5,Sarah Lim,0,Active,Fair,2.9,-1,0,0,5,0,2,19,6,50.3,1,97.7,0,1,30
AST-040_2024-06-09,AST-040,2024-06-09,Laptop,Sales,Floor 3,Unassigned,1,Active,Excellent,5.8,181,1,1,5,1,4,180,1,72.1,1,98.0,0,1,30
AST-177_2024-02-03,AST-177,2024-02-03,Laptop,Marketing,Floor 1,Sarah Lim,0,Active,Needs Attention,5.2,-1,2,2,1,2,0,43,5,56.2,1,96.2,1,1,30
AST-241_2024-01-22,AST-241,2024-01-22,Printer,IT,Floor 3,Maria Lopez,0,Active,Needs Attention,2.8,632,3,2,6,0,3,52,2,-1.0,0,97.7,1,1,30
AST-226_2024-06-15,AST-226,2024-06-15,Desktop,Sales,Floor 5,Unassigned,1,Active,Needs Attention,4.9,390,3,0,6,0,5,134,10,60.8,1,98.9,1,1,30
AST-199_2024-05-08,AST-199,2024-05-08,Desktop,IT,Floor 3,Maria Lopez,0,Active,Fair,6.1,266,1,0,4,0,3,159,5,56.9,1,97.5,0,0,30
AST-019_2024-02-08,AST-019,2024-02-08,Desktop,HR,Floor 2,Sarah Lim,0,Active,Needs Attention,0.9,717,2,1,1,1,3,76,7,71.5,1,99.8,1,1,30
AST-298_2024-05-15,AST-298,2024-05-15,Laptop,Marketing,Floor 5,Daniel Kim,0,Active,Excellent,6.0,-1,1,1,0,1,5,183,0,52.5,1,99.6,0,0,30
AST-065_2024-04-25,AST-065,2024-04-25,Laptop,Finance,Floor 5,Maria Lopez,0,Active,Needs Attention,2.4,213,1,1,2,2,1,163,8,83.2,1,95.9,1,1,30
AST-204_2024-01-19,AST-204,2024-01-19,Desktop,Marketing,Floor 2,Maria Lopez,0,Active,Excellent,2.9,-1,2,0,6,2,3,59,0,69.4,1,96.2,1,1,30
AST-049_2024-02-29,AST-049,2024-02-29,Desktop,Marketing,Floor 3,John Smith,0,Active,Excellent,6.3,-1,1,0,0,2,3,72,0,79.7,1,99.6,1,1,30
AST-094_2024-01-15,AST-094,2024-01-15,Desktop,HR,Floor 5,Daniel Kim,0,Active,Fair,2.0,-1,1,1,6,1,0,59,4,79.0,1,94.0,0,1,30
AST-089_2024-01-18,AST-089,2024-01-18,Laptop,Marketing,Floor 1,Sarah Lim,0,Active,Fair,5.9,-1,5,0,2,1,3,59,4,81.7,1,96.5,0,1,30
AST-034_2024-04-21,AST-034,2024-04-21,Desktop,HR,Floor 2,John Smith,0,Active,Good,2.7,338,1,0,6,0,1,116,3,57.8,1,95.6,0,1,30
AST-254_2024-02-21,AST-254,2024-02-21,Printer,HR,Floor 3,Maria Lopez,0,Active,Good,6.3,-1,2,1,1,2,2,90,3,-1.0,0,94.4,1,1,30
AST-119_2024-02-18,AST-119,2024-02-18,Printer,Sales,Floor 4,Bob Lee,0,Active,Fair,1.3,366,1,0,2,1,4,39,6,-1.0,0,94.6,0,0,30
AST-013_2024-04-12,AST-013,2024-04-12,Laptop,HR,Floor 2,Unassigned,1,Active,Excellent,4.9,194,2,1,3,0,2,43,0,76.7,1,95.4,0,0,30
AST-058_2024-04-04,AST-058,2024-04-04,Desktop,Sales,Floor 2,Sarah Lim,0,Active,Needs Attention,1.9,666,4,2,6,0,5,41,2,69.4,1,97.5,1,1,30
AST-134_2024-02-11,AST-134,2024-02-11,Desktop,Finance,Floor 3,Chris Tan,0,Active,Fair,5.4,475,4,0,0,1,4,7,6,64.9,1,95.9,0,1,30
AST-222_2024-06-01,AST-222,2024-06-01,Desktop,Marketing,Floor 5,Bob Lee,0,Active,Needs Attention,5.9,435,5,4,4,0,0,9,3,55.4,1,96.0,1,1,30
AST-257_2024-03-25,AST-257,2024-03-25,Desktop,HR,Floor 3,Maria Lopez,0,Active,Good,3.9,191,0,0,2,2,1,70,2,51.7,1,99.4,1,1,30
AST-300_2024-04-26,AST-300,2024-04-26,Printer,Finance,Floor 3,Unassigned,1,Active,Needs Attention,5.9,-1,4,4,2,0,2,185,6,-1.0,0,99.3,1,1,30
AST-296_2024-04-01,AST-296,2024-04-01,Desktop,IT,Floor 4,Unassigned,1,Active,Needs Attention,2.8,-1,2,2,4,0,0,23,6,80.1,1,94.9,1,1,30
AST-046_2024-04-09,AST-046,2024-04-09,Desktop,Sales,Floor 1,Kevin Wu,0,Active,Good,2.2,722,0,0,2,1,1,37,3,76.5,1,98.5,0,0,30
AST-062_2024-06-06,AST-062,2024-06-06,Printer,Sales,Floor 2,Unassigned,1,Active,Fair,2.1,570,2,0,6,1,5,134,6,-1.0,0,96.3,0,1,30
AST-193_2024-04-07,AST-193,2024-04-07,Desktop,Finance,Floor 2,Emma Roy,0,Active,Needs Attention,5.7,-1,0,0,2,1,3,78,10,65.8,1,95.1,1,1,30
AST-064_2024-05-17,AST-064,2024-05-17,Printer,IT,Floor 3,Unassigned,1,Active,Needs Attention,5.8,-1,4,1,1,1,4,158,9,-1.0,0,100.0,1,1,30
AST-018_2024-04-14,AST-018,2024-04-14,Desktop,Sales,Floor 4,Alice Tan,0,Active,Needs Attention,5.1,203,4,1,5,2,3,186,9,77.0,1,95.2,1,1,30
AST-254_2024-06-23,AST-254,2024-06-23,Printer,HR,Floor 2,Kevin Wu,0,Active,Needs Attention,6.0,-1,2,2,1,2,2,3,9,-1.0,0,97.6,1,1,30
AST-205_2024-03-09,AST-205,2024-03-09,Desktop,Marketing,Floor 1,Emma Roy,0,Active,Fair,4.8,4,2,1,1,0,5,22,6,52.5,1,98.8,0,0,30
AST-095_2024-05-31,AST-095,2024-05-31,Laptop,Finance,Floor 5,Unassigned,1,Active,Needs Attention,0.6,-1,1,0,2,0,2,59,7,83.0,1,94.4,1,1,30
AST-163_2024-01-06,AST-163,2024-01-06,Printer,Sales,Floor 4,Maria Lopez,0,Active,Needs Attention,6.7,347,3,3,1,0,5,65,10,-1.0,0,96.2,1,1,30
AST-260_2024-01-15,AST-260,2024-01-15,Printer,HR,Floor 5,Linda Park,0,Active,Needs Attention,1.0,595,3,1,4,1,3,171,7,-1.0,0,96.0,1,1,30
AST-048_2024-01-22,AST-048,2024-01-22,Laptop,HR,Floor 3,Linda Park,0,Active,Needs Attention,0.5,-1,2,0,1,1,2,178,9,54.6,1,96.1,1,1,30
AST-042_2024-05-06,AST-042,2024-05-06,Desktop,Marketing,Floor 4,Unassigned,1,Active,Needs Attention,6.7,107,2,2,1,0,5,13,0,53.1,1,94.6,1,1,30
AST-143_2024-04-27,AST-143,2024-04-27,Desktop,HR,Floor 1,Bob Lee,0,Active,Fair,6.2,-1,2,0,1,2,3,167,6,58.2,1,94.8,1,1,30
AST-169_2024-06-14,AST-169,2024-06-14,Laptop,Marketing,Floor 4,Ravi Kumar,0,Active,Needs Attention,5.0,-1,3,2,4,0,4,82,9,65.1,1,96.9,1,1,30
AST-082_2024-06-01,AST-082,2024-06-01,Desktop,IT,Floor 1,Sarah Lim,0,Active,Needs Attention,2.9,-1,5,3,0,2,4,89,0,69.5,1,98.9,1,1,30
AST-229_2024-06-02,AST-229,2024-06-02,Laptop,Sales,Floor 4,Maria Lopez,0,Active,Needs Attention,0.6,-1,1,0,3,2,3,26,7,57.4,1,94.0,1,1,30
AST-264_2024-06-26,AST-264,2024-06-26,Laptop,Marketing,Floor 4,Daniel Kim,0,Active,Needs Attention,3.5,380,0,0,2,0,1,199,7,64.0,1,99.7,1,1,30
AST-119_2024-01-30,AST-119,2024-01-30,Printer,Sales,Floor 2,Kevin Wu,0,Active,Needs Attention,4.5,-1,3,2,5,1,4,71,8,-1.0,0,95.9,1,1,30
AST-206_2024-01-23,AST-206,2024-01-23,Desktop,Marketing,Floor 1,John Smith,0,Active,Needs Attention,4.0,-1,4,1,6,2,5,87,9,78.1,1,97.1,1,1,30
AST-252_2024-02-20,AST-252,2024-02-20,Desktop,Marketing,Floor 1,Sarah Lim,0,Active,Needs Attention,0.8,251,4,2,0,2,1,63,0,60.4,1,99.6,1,1,30
AST-120_2024-01-22,AST-120,2024-01-22,Desktop,Marketing,Floor 2,Ravi Kumar,0,Active,Needs Attention,0.9,-1,2,0,3,2,0,12,9,67.9,1,94.9,1,1,30
AST-052_2024-03-08,AST-052,2024-03-08,Printer,Marketing,Floor 4,Chris Tan,0,Active,Needs Attention,5.8,324,2,0,4,1,2,58,8,-1.0,0,95.6,1,1,30
AST-035_2024-01-13,AST-035,2024-01-13,Desktop,Sales,Floor 5,Tom White,0,Active,Excellent,6.5,-1,0,0,0,1,3,104,1,62.1,1,94.9,0,0,30
AST-189_2024-03-27,AST-189,2024-03-27,Printer,Finance,Floor 4,Emma Roy,0,Active,Needs Attention,3.1,714,5,5,1,2,5,60,6,-1.0,0,97.3,1,1,30
AST-127_2024-01-18,AST-127,2024-01-18,Laptop,Sales,Floor 4,Emma Roy,0,Active,Needs Attention,6.1,311,5,2,1,1,2,152,8,78.1,1,95.4,1,1,30
AST-295_2024-03-18,AST-295,2024-03-18,Laptop,Sales,Floor 2,Unassigned,1,Active,Excellent,3.9,530,5,1,0,1,0,164,0,78.1,1,98.8,0,1,30
AST-108_2024-01-01,AST-108,2024-01-01,Laptop,Marketing,Floor 4,Ravi Kumar,0,Active,Needs Attention,6.9,379,3,2,4,1,1,138,9,52.7,1,94.5,1,1,30
AST-053_2024-02-25,AST-053,2024-02-25,Printer,Sales,Floor 2,Daniel Kim,0,Active,Needs Attention,0.8,382,4,2,0,0,0,21,1,-1.0,0,98.1,1,1,30
AST-055_2024-02-10,AST-055,2024-02-10,Printer,IT,Floor 2,Linda Park,0,Active,Fair,1.9,571,1,0,6,0,2,23,4,-1.0,0,98.2,0,1,30
AST-194_2024-02-03,AST-194,2024-02-03,Laptop,HR,Floor 1,Tom White,0,Active,Fair,1.5,-1,1,1,4,0,3,75,4,60.2,1,96.7,0,0,30
AST-256_2024-03-25,AST-256,2024-03-25,Desktop,Finance,Floor 2,Sarah Lim,0,Active,Needs Attention,1.0,-1,2,0,5,0,2,157,10,56.5,1,96.7,1,1,30
AST-270_2024-02-07,AST-270,2024-02-07,Desktop,Sales,Floor 3,Daniel Kim,0,Active,Fair,6.8,32,0,0,2,0,3,145,5,64.9,1,98.1,0,0,30
AST-214_2024-02-04,AST-214,2024-02-04,Laptop,HR,Floor 1,Alice Tan,0,Active,Excellent,3.7,797,2,0,3,2,4,64,1,69.8,1,99.5,1,1,30
AST-078_2024-06-15,AST-078,2024-06-15,Printer,IT,Floor 1,Maria Lopez,0,Active,Needs Attention,2.9,-1,5,4,1,1,2,191,9,-1.0,0,98.4,1,1,30
AST-172_2024-05-27,AST-172,2024-05-27,Laptop,Marketing,Floor 2,Sarah Lim,0,Active,Needs Attention,1.3,-1,5,4,2,0,3,176,1,69.8,1,99.7,1,1,30
AST-041_2024-05-14,AST-041,2024-05-14,Desktop,Finance,Floor 1,John Smith,0,Active,Excellent,3.2,-1,0,0,0,0,2,12,0,73.2,1,98.3,0,0,30
AST-188_2024-01-30,AST-188,2024-01-30,Printer,Finance,Floor 4,Unassigned,1,Active,Needs Attention,3.0,-1,5,2,5,2,0,136,8,-1.0,0,97.4,1,1,30
AST-198_2024-01-06,AST-198,2024-01-06,Desktop,Sales,Floor 5,Kevin Wu,0,Active,Needs Attention,5.6,-1,4,4,1,0,4,2,8,83.1,1,96.6,1,1,30
AST-258_2024-01-19,AST-258,2024-01-19,Laptop,Sales,Floor 1,Unassigned,1,Active,Needs Attention,2.0,-1,2,2,3,2,4,200,2,70.5,1,97.6,1,1,30
AST-083_2024-05-04,AST-083,2024-05-04,Desktop,Marketing,Floor 3,Unassigned,1,Active,Needs Attention,1.4,228,5,3,6,1,3,171,0,78.1,1,98.7,1,1,30
AST-056_2024-03-09,AST-056,2024-03-09,Desktop,IT,Floor 2,Unassigned,1,Active,Good,2.7,614,2,1,6,1,4,52,2,70.7,1,97.0,0,1,30
AST-150_2024-01-22,AST-150,2024-01-22,Printer,Sales,Floor 1,John Smith,0,Active,Needs Attention,4.5,771,5,3,5,0,4,59,10,-1.0,0,98.6,1,1,30
AST-082_2024-03-22,AST-082,2024-03-22,Desktop,IT,Floor 2,Sarah Lim,0,Active,Needs Attention,4.9,38,3,2,2,1,2,186,2,77.9,1,99.3,1,1,30
AST-101_2024-03-20,AST-101,2024-03-20,Desktop,HR,Floor 3,Tom White,0,Active,Needs Attention,6.8,-1,0,0,3,2,1,4,9,82.3,1,95.6,1,1,30
AST-138_2024-05-23,AST-138,2024-05-23,Printer,IT,Floor 3,Maria Lopez,0,Active,Fair,6.0,713,3,1,0,2,3,114,6,-1.0,0,97.4,1,1,30
AST-169_2024-04-22,AST-169,2024-04-22,Laptop,Marketing,Floor 1,Emma Roy,0,Active,Needs Attention,6.3,78,4,3,5,0,1,118,10,70.5,1,99.6,1,1,30
AST-292_2024-04-03,AST-292,2024-04-03,Printer,IT,Floor 3,Tom White,0,Active,Needs Attention,4.8,572,1,1,3,0,3,35,10,-1.0,0,98.3,1,1,30
AST-073_2024-05-15,AST-073,2024-05-15,Desktop,Finance,Floor 2,John Smith,0,Active,Excellent,5.3,-1,1,0,4,2,1,35,0,83.4,1,96.0,1,1,30
AST-074_2024-01-14,AST-074,2024-01-14,Laptop,Finance,Floor 2,Linda Park,0,Active,Excellent,6.4,350,0,0,5,0,5,77,1,73.4,1,99.4,0,1,30
AST-209_2024-04-03,AST-209,2024-04-03,Desktop,HR,Floor 3,Chris Tan,0,Active,Needs Attention,3.6,-1,3,2,1,2,4,98,10,76.9,1,97.4,1,1,30
AST-299_2024-01-03,AST-299,2024-01-03,Desktop,Finance,Floor 2,Sarah Lim,0,Active,Excellent,3.4,164,4,1,2,2,5,72,1,76.9,1,97.2,1,1,30
AST-066_2024-02-23,AST-066,2024-02-23,Desktop,HR,Floor 4,Ravi Kumar,0,Active,Needs Attention,1.9,-1,4,3,6,0,5,136,10,67.1,1,100.0,1,1,30
AST-176_2024-03-16,AST-176,2024-03-16,Printer,Finance,Floor 2,Tom White,0,Active,Needs Attention,2.2,-1,1,0,5,2,5,65,9,-1.0,0,96.1,1,1,30
AST-081_2024-06-14,AST-081,2024-06-14,Laptop,Finance,Floor 4,Daniel Kim,0,Active,Needs Attention,4.7,240,4,4,0,1,2,180,2,72.9,1,99.8,1,1,30
AST-099_2024-01-13,AST-099,2024-01-13,Printer,Sales,Floor 2,Alice Tan,0,Active,Needs Attention,5.8,-1,1,0,0,2,3,119,8,-1.0,0,98.6,1,1,30
AST-105_2024-05-27,AST-105,2024-05-27,Desktop,Sales,Floor 4,Daniel Kim,0,Active,Excellent,3.4,133,3,0,0,0,3,50,0,70.8,1,97.9,0,0,30
AST-234_2024-02-26,AST-234,2024-02-26,Laptop,Marketing,Floor 2,Kevin Wu,0,Active,Needs Attention,4.7,165,4,0,1,0,3,132,9,70.2,1,96.0,1,1,30
AST-173_2024-01-21,AST-173,2024-01-21,Laptop,Sales,Floor 2,Chris Tan,0,Active,Excellent,5.2,-1,2,0,1,2,3,125,0,78.2,1,95.4,1,1,30
AST-049_2024-03-15,AST-049,2024-03-15,Desktop,Marketing,Floor 1,Ravi Kumar,0,Active,Needs Attention,6.6,-1,1,1,1,2,4,189,9,74.1,1,97.3,1,1,30
AST-110_2024-04-24,AST-110,2024-04-24,Printer,Sales,Floor 4,Bob Lee,0,Active,Needs Attention,5.8,-1,5,3,2,0,3,99,1,-1.0,0,98.6,1,1,30
AST-083_2024-06-08,AST-083,2024-06-08,Desktop,Marketing,Floor 1,John Smith,0,Active,Fair,1.3,735,1,0,4,0,0,138,6,82.0,1,95.0,0,0,30
AST-205_2024-05-22,AST-205,2024-05-22,Desktop,Marketing,Floor 3,Unassigned,1,Active,Excellent,0.8,-1,0,0,2,2,3,71,0,73.6,1,94.4,1,1,30
AST-064_2024-04-17,AST-064,2024-04-17,Printer,IT,Floor 3,Unassigned,1,Active,Needs Attention,2.8,-1,4,3,0,2,1,81,6,-1.0,0,97.5,1,1,30
AST-188_2024-05-28,AST-188,2024-05-28,Printer,Finance,Floor 1,Daniel Kim,0,Active,Needs Attention,1.3,466,5,4,2,0,5,185,4,-1.0,0,95.9,1,1,30
AST-144_2024-02-01,AST-144,2024-02-01,Laptop,HR,Floor 5,Sarah Lim,0,Active,Fair,3.3,-1,4,1,6,2,4,151,4,59.1,1,98.0,1,1,30
AST-263_2024-04-13,AST-263,2024-04-13,Printer,Finance,Floor 1,Ravi Kumar,0,Active,Excellent,5.8,-1,4,1,2,2,5,70,1,-1.0,0,96.9,1,1,30
AST-176_2024-02-09,AST-176,2024-02-09,Printer,Finance,Floor 4,John Smith,0,Active,Needs Attention,4.4,468,0,0,6,1,3,167,9,-1.0,0,99.9,1,1,30
AST-137_2024-03-17,AST-137,2024-03-17,Desktop,Sales,Floor 3,Alice Tan,0,Active,Needs Attention,6.7,509,1,1,6,2,5,112,8,69.5,1,95.9,1,1,30
